Country,Embassy Name,Embassy Address,Google Maps URL
Northern Mariana Islands,Embassy of Germany,"Prešernova cesta 27, 1000 Ljubljana, Slovenia",https://www.google.com/maps/place/?q=place_id:ChIJU52piGAtZUcR0JTPfIaMSII
Mozambique,Embassy of Germany,"506 R. Damião de Góis, Maputo, Mozambique",https://www.google.com/maps/place/?q=place_id:ChIJmfjvErOb5h4RAnzt_E_VcSo
Mauritania,Embassy of Germany,"32WF+5M7, Rue Abdallaye, Nouakchott, Mauritania",https://www.google.com/maps/place/?q=place_id:ChIJI2V7T2NNlg4RKBuUxjRT1iI
Martinique,"Consulate General of Germany, Strasbourg","6 Quai Mullenheim, 67000 Strasbourg, France",https://www.google.com/maps/place/?q=place_id:ChIJyxSmFvjIlkcRFisMYfPEpYw
Mauritius,Office of the Honorary Consul of the Federal Republic of Germany Ebène,"Ebene Junction, Rue de la Démocratie, Mauritius",https://www.google.com/maps/place/?q=place_id:ChIJ2Uo59jhbfCERlOttK5JPvDI
Mauritius,Embassy of Germany,"RGJ3+M53, St Georges St, Port Louis, Mauritius",https://www.google.com/maps/place/?q=place_id:ChIJgwHWt1ZQfCERXP4c1xvpU40
Malawi,Embassy of Germany,"2QQQ+R68, Convention Drive, Lilongwe, Malawi",https://www.google.com/maps/place/?q=place_id:ChIJm9ZS1TfTIRkR-7ylrrg7uO4
Namibia,Embassy of Germany,"145 6th floor, Sanlam Centre,, Independence Ave, Windhoek, Namibia",https://www.google.com/maps/place/?q=place_id:ChIJg8AUKUcbCxwR-p5MFR1J9pw
New Caledonia,"Consulate General of Germany, Strasbourg","6 Quai Mullenheim, 67000 Strasbourg, France",https://www.google.com/maps/place/?q=place_id:ChIJyxSmFvjIlkcRFisMYfPEpYw
New Caledonia,Honorary Consulate of the Federal Republic of Germany,"Witikonerstr. 15, 8032 Zürich, Switzerland",https://www.google.com/maps/place/?q=place_id:ChIJtXlkhgIKkEcRK9fX18yS3ZM
Norfolk Island,Consulate-General of the Federal Republic of Germany,"level 17/100 William St, Woolloomooloo NSW 2011, Australia",https://www.google.com/maps/place/?q=place_id:ChIJZ7smceStEmsRxIOs_xAsx3g
Nigeria,The Federal Republic of Germany Embassy,"9 Lake Maracaibo Cl, Maitama 904101, Abuja, Federal Capital Territory, Nigeria",https://www.google.com/maps/place/?q=place_id:ChIJhZCKa2IKThART_pehiVV2bo
Nigeria,Consulate General of Germany,"15 Walter Carrington Cres, Victoria Island 106104, Lagos, Nigeria",https://www.google.com/maps/place/?q=place_id:ChIJsYKDbyeLOxARKlqRM6wu778
Nicaragua,Embassy of Germany,"4P7R+RJ8, Managua 14043, Nicaragua",https://www.google.com/maps/place/?q=place_id:ChIJS3ZY0opVcY8R9jQJ7bpbqMg
Niue,"Consulate General of Germany, Strasbourg","6 Quai Mullenheim, 67000 Strasbourg, France",https://www.google.com/maps/place/?q=place_id:ChIJyxSmFvjIlkcRFisMYfPEpYw
Netherlands,Embassy of Germany,"Groot Hertoginnelaan 18-20, 2517 EG Den Haag, Netherlands",https://www.google.com/maps/place/?q=place_id:ChIJE1HCJ8ywxUcRGHCt6zDDnkQ
Netherlands,Consulate General of Germany,"Honthorststraat 36-38, 1071 DG Amsterdam, Netherlands",https://www.google.com/maps/place/?q=place_id:ChIJ3ZvSau4JxkcRHq3OblmShVE
Norway,Embassy of Germany,"Oscars gate 45, 0258 Oslo, Norway",https://www.google.com/maps/place/?q=place_id:ChIJL_cL2NVtQUYR1PZi0FU2Vjs
Nepal,Embassy of Germany,"P85M+X5V, Kathmandu 44600, Nepal",https://www.google.com/maps/place/?q=place_id:ChIJVXO8PAsZ6zkRqx65KLW1g3Y
New Zealand,Embassy of the Federal Republic of Germany,"90 Hobson Street, Thorndon, Wellington 6011, New Zealand",https://www.google.com/maps/place/?q=place_id:ChIJraeotiWuOG0RO5cbfs3FY7g
Pakistan,Embassy of Germany,"P4F3+RM3, Isfahani Rd, Ramna 5 Diplomatic Enclave, Islamabad, Islamabad Capital Territory, Pakistan",https://www.google.com/maps/place/?q=place_id:ChIJtXs982PA3zgRMH8Dh6LVJEQ
Panama,Embassy of Germany,"Calle 53 E, Urbanizacion Marbella, Edificio World Trade Center No. 20, Panamá, Panama",https://www.google.com/maps/place/?q=place_id:ChIJ53P77eOorI8Rhoi6yfle9Z8
Pitcairn,Embassy of the Federal Republic of Germany,"4645 Reservoir Rd NW, Washington, DC 20007, United States",https://www.google.com/maps/place/?q=place_id:ChIJlbGO4RK2t4kRBxG45306QBs
Philippines,Embassy of the Federal Republic of Germany,"6/F Solid Bank Bldg., 777 Paseo de Roxas 1226, Philippines",https://www.google.com/maps/place/?q=place_id:ChIJby8FABDJlzMRSZqf6cI5g_Y
Poland,Embassy of Germany,"Jazdów 12/2, 00-467 Warszawa, Poland",https://www.google.com/maps/place/?q=place_id:ChIJ79CQquTMHkcRII5pT9O43rI
Poland,Consulate General of the Federal Republic of Germany in Krakow,"Stolarska 7, 31-043 Kraków, Poland",https://www.google.com/maps/place/?q=place_id:ChIJe3aTFRJbFkcRk5sr1cOqrJk
Paraguay,Embassy of Germany,"PC63+6FM, Asunción 001207, Paraguay",https://www.google.com/maps/place/?q=place_id:ChIJVZz9XuanXZQR7Hxje0nA_JM
"Palestine, State of",Representative Office of Germany,Berlin Street 13 Ramallah,https://www.google.com/maps/place/?q=place_id:ChIJW_8n67QqHRURZ_YnrWVILh0
French Polynesia,"Consulate General of Germany, Strasbourg","6 Quai Mullenheim, 67000 Strasbourg, France",https://www.google.com/maps/place/?q=place_id:ChIJyxSmFvjIlkcRFisMYfPEpYw
Qatar,Embassy of Germany,"Tornado Tower، Majlis Al-Taawon، 34th floor, Doha, Qatar",https://www.google.com/maps/place/?q=place_id:ChIJPd54xj_bRT4R4UJjnGv9hNE
Rwanda,Embassy Of Germany,"5 KN 27 St, Kigali, Rwanda",https://www.google.com/maps/place/?q=place_id:ChIJNTmHLp2m3BkRLehqYrIxgLg
Saudi Arabia,Embassy of Germany,"MJPF+9F9, Abdullah Alsahmi St, Al Safarat, Riyadh 12513, Saudi Arabia",https://www.google.com/maps/place/?q=place_id:ChIJafkE7VIcLz4RGHVjEb-aXq8
Senegal,Embassy of Germany,"20 Av. Pasteur, Dakar, Senegal",https://www.google.com/maps/place/?q=place_id:ChIJZ9KjwjVywQ4RWMMD3gWf-lY
Singapore,Embassy of Germany,"50 Raffles Pl, #12-00 Singapore Land Tower, Singapore 048623",https://www.google.com/maps/place/?q=place_id:ChIJyXz9SQkZ2jERq0cRiy9Jom0
Somalia,Embassy of Germany,"Riverside Drive 113, Kenya",https://www.google.com/maps/place/?q=place_id:ChIJdwDR1lgXLxgR8PRqOJ6UG3U
Serbia,Embassy of Germany,"Neznanog junaka 1a, Beograd 116558, Serbia",https://www.google.com/maps/place/?q=place_id:ChIJsSoXSEZwWkcR_TvAET_u9lU
