Country,Embassy Name,Embassy Address,Google Maps URL
Nigeria,Turkey Embassy in Lagos,"3 Okunola Martins Cl, Ikoyi 106104, Lagos, Nigeria",https://www.google.com/maps/place/?q=place_id:ChIJSQApVk_1OxARWxCM7grfbus
Norway,Embassy of Turkey,"Halvdan Svartes gate 5, 0268 Oslo, Norway",https://www.google.com/maps/place/?q=place_id:ChIJ0fNov8ttQUYRlaG8H4UiQps
New Zealand,Embassy of Turkey,"35 Ilia Chavchavadze Avenue, Tbilisi 0179, Georgia",https://www.google.com/maps/place/?q=place_id:ChIJ81EVOzFzREARn82ejvWkfjk
Oman,Turkey Embassy,"3042 Way, Muscat, Oman",https://www.google.com/maps/place/?q=place_id:ChIJDZbRozj_kT4R1W6VEA9NfmU
Pakistan,Consulate General Of Turkey,"D203, Block 5, KDA 5, Karachi 75600 Park Tower Rd, Block 5 Clifton, Karachi, Karachi City, Sindh 75600, Pakistan",https://www.google.com/maps/place/?q=place_id:ChIJaYDkV7s9sz4RDcF6ef_dD5k
Panama,"Embassy of Panama in Ankara, Turkey","Aziziye, Orange Flower Residence, Pak Sk. No:1 D:51, 06540 Aziziye/Ankara, Türkiye",https://www.google.com/maps/place/?q=place_id:ChIJx-ubAVJP0xQRbgiv2ptmI00
Peru,"Consulate General of Pakistan in Istanbul, Turkey.","Konaklar, Zeki Müren Sok. No:2, 34330 4.Levent/Beşiktaş/İstanbul, Türkiye",https://www.google.com/maps/place/?q=place_id:ChIJTSC6gG22yhQRNmiRzlrjMkA
Peru,Embassy of Turkey,"35 Ilia Chavchavadze Avenue, Tbilisi 0179, Georgia",https://www.google.com/maps/place/?q=place_id:ChIJ81EVOzFzREARn82ejvWkfjk
Poland,Embassy of the Republic of Turkey,"Rakowiecka 19, 02-517 Warszawa, Poland",https://www.google.com/maps/place/?q=place_id:ChIJVVVVVSrNHkcRld42EUnyGJg
Puerto Rico,Consulate General of Turkey,"31 St James Ave #840, Boston, MA 02116, United States",https://www.google.com/maps/place/?q=place_id:ChIJ-QqPk3R644kReHaN-DNc4cQ
"Korea, Democratic People's Republic of",Embassy of the Republic of Turkey in Seoul,"40 Dongho-ro 20na-gil, Jung-gu, Seoul, South Korea",https://www.google.com/maps/place/?q=place_id:ChIJz_zPfC6ifDUR3Czl_J02obU
Portugal,Embassy of Turkey,"Av. das Descobertas 22, 1400-318 Lisboa, Portugal",https://www.google.com/maps/place/?q=place_id:ChIJLXoRJp7MHg0RCbrYD9Cjg3w
French Polynesia,Embassy of Turkey,"35 Ilia Chavchavadze Avenue, Tbilisi 0179, Georgia",https://www.google.com/maps/place/?q=place_id:ChIJ81EVOzFzREARn82ejvWkfjk
French Polynesia,Embassy of Turkey,"59M5+9MG, Lefkoşa 99010",https://www.google.com/maps/place/?q=place_id:ChIJCxcTAkgX3hQRWLhjUlmjEMo
Romania,Embassy of Turkey,"Calea Dorobanți 72, București 010575, Romania",https://www.google.com/maps/place/?q=place_id:ChIJmZjV_qz4sUAR3tTMoFF6JW4
